"Endpoint Name","Endpoint FQDN","IP","Update Status","Last Update","Antimalware","Managed","Online"
"systems’s MacBook Air-c0956d1f03dc","nm251.local","192.168.0.117","Updated","01 June 2026, 19:05:41","On","Yes","Online"
"systems’s MacBook Air-c0956d1f2bfc","nm234.local","10.10.30.236","Updated","02 June 2026, 10:10:38","On","Yes","Online"
"systems’s MacBook Air-c0956d1f72d5","nm210.local","192.168.1.103","Updated","02 June 2026, 11:05:32","On","Yes","Online"
"systems’s MacBook Air-c0956d1fb8a2","nl173.local","192.168.112.169","Unknown","01 June 2026, 12:23:21","Unknown","Yes","02 June 2026, 12:46:29"
"systems’s MacBook Air-c0956d1fdf31","systemss-macbook-air.local","172.22.127.227","Updated","02 June 2026, 10:07:51","On","Yes","Online"
"systems’s MacBook Air-c0956d2015f8","nm268.local","192.168.1.3","Outdated (Signatures)","31 May 2026, 10:09:22","On","Yes","Online"
"systems’s MacBook Air-c0956d2040be","nm213.local","192.168.46.116","Updated","01 June 2026, 22:28:30","On","Yes","Online"
"systems’s MacBook Air-c0956d207ace","nm260.local","192.168.10.175","Updated","02 June 2026, 11:08:42","On","Yes","Online"
"systems’s MacBook Air-c0956d209840","nm159.local","172.16.20.222","Updated","02 June 2026, 10:05:13","On","Yes","Online"
"systems’s MacBook Air-c0956d20b5a7","nm211.local","192.168.114.112","Updated","02 June 2026, 09:32:56","On","Yes","Online"
"systems’s MacBook Air-c0956d20cf4d","nm252.local","192.168.1.69","Updated","01 June 2026, 18:32:40","On","Yes","Online"
"systems’s MacBook Air-c0956d216b98","nm144.local","192.168.114.58","Updated","02 June 2026, 12:05:15","On","Yes","Online"
"systems’s MacBook Air-c0956d21a9b5","nm172.local","192.168.1.22","Outdated (Product)","01 June 2026, 20:04:48","On","Yes","Online"
"systems’s MacBook Air-c0956d224e0e","nm162.local","172.16.20.99","Updated","02 June 2026, 10:11:33","On","Yes","Online"
"systems’s MacBook Air-c0956d2266a9","nm243.local","192.168.46.124","Updated","02 June 2026, 10:35:06","On","Yes","Online"
"systems’s MacBook Air-c0956d228444","nm249.local","172.16.100.187","Updated","02 June 2026, 11:06:53","On","Yes","Online"
"systems’s MacBook Air-c0956d22ad1a","nm277.local","192.168.1.6","Unknown","01 June 2026, 12:25:23","Unknown","Yes","02 June 2026, 04:13:21"
"systems’s MacBook Air-c0956d22e5bf","nm129.local","172.16.20.252","Updated","02 June 2026, 10:12:05","On","Yes","Online"
"systems’s MacBook Air-c0956d22fdbb","nm203.local","192.168.5.38","Updated","02 June 2026, 11:10:40","On","Yes","Online"
"systems’s MacBook Air-c0956d2338ed","nm263.local","2409:40d0:203b:83bf:940c:564a:1ef5:2a08","Updated","01 June 2026, 16:05:18","Unknown","Yes","02 June 2026, 12:26:28"
"systems’s MacBook Air-c0956d23a1c5","nm288.local","172.16.20.61","Updated","02 June 2026, 10:11:18","On","Yes","Online"
"systems’s MacBook Air-c0956d23ca6c","nm265.local","192.168.116.112","Updated","02 June 2026, 11:06:05","On","Yes","Online"
"systems’s MacBook Air-c0956d2d44f5","systemss-macbook-air.local","192.168.1.29","Updated","02 June 2026, 12:06:08","On","Yes","Online"
"systems’s MacBook Air-d0880c759ae7","nm108.local","192.168.1.7","Updated","01 June 2026, 16:05:46","On","Yes","Online"
"systems’s MacBook Air-d0880c75f887","nm191.local","192.168.1.26","Updated","02 June 2026, 10:04:53","On","Yes","Online"
"systems’s MacBook Air-d0880c7b58a7","nm110.local","192.168.114.21","Unknown","01 June 2026, 09:58:43","Unknown","Yes","02 June 2026, 12:16:28"
"systems’s MacBook Air-d0880c7c3c30","nm134.local","172.16.20.104","Updated","02 June 2026, 11:10:52","On","Yes","Online"
"systems’s MacBook Air-d0880c7cdf5f","nm151.local","10.10.30.31","Updated","02 June 2026, 11:07:02","On","Yes","Online"
"systems’s MacBook Air-d0880c8b65ae","systemss-macbook-air.local","192.168.46.227","Unknown","26 May 2026, 11:16:18","Unknown","Yes","02 June 2026, 12:20:29"
"systems’s MacBook Pro (2)-a0781794655a","nl972.local","192.168.0.5","Updated","01 June 2026, 20:46:53","On","Yes","Online"
"systems’s MacBook Pro-5c9ba662231f","systemss-macbook-pro.local","192.168.29.196","Unknown","26 May 2026, 19:04:24","Unknown","Yes","26 May 2026, 19:24:37"
"systems’s MacBook Pro-7cf34de72f6b","nm318.local","192.168.46.206","Updated","02 June 2026, 12:09:38","On","Yes","Online"
"systems’s MacBook Pro-a078178d266f","nl958.local","172.16.20.143","Updated","02 June 2026, 10:10:30","On","Yes","Online"
"systems’s MacBook Pro-a07817ac63ce","nmpro.local","192.168.46.139","Updated","01 June 2026, 23:10:56","On","Yes","Online"
"tanvi.talwar-SR-C02JH3PAQ6L4-c0956d1f87d1","nm237.local","192.168.13.156","Updated","02 June 2026, 11:04:10","On","Yes","Online"
"trupti.jain-SR-C02HGR44Q6L4-80657cc864f0","truptijain-sr-c02hgr44q6l4.local","192.168.46.130","Updated","02 June 2026, 10:03:17","On","Yes","Online"
"umar.ahmed-SR-C02JH7S4Q6L4","umarahmed-sr-c02jh7s4q6l4.local","172.16.100.186","Unknown","03 December 2025, 10:56:28","Unknown","Yes","04 December 2025, 11:51:38"
"unnit.dedhia-SR-C02JH3SFQ6L4-c0956d22caaf","unnitdedhia-sr-c02jh3sfq6l4.local","192.168.1.107","Updated","01 June 2026, 16:08:41","Unknown","Yes","02 June 2026, 10:32:27"
"utkarsh.raghuvanshi-SR-C02HGRBGQ6L4-80657cc79448","utkarshraghuvanshi-sr-c02hgrbgq6l4.local","192.168.1.6","Updated","02 June 2026, 00:19:51","On","Yes","Online"
"varun-80657cc7eea4","nm036.local","192.168.31.108","Updated","02 June 2026, 00:38:45","Unknown","Yes","02 June 2026, 10:17:27"
"vinay.arora-SR-YP27M9XY00-a4cf99959eef","vinayarora-sr-yp27m9xy00.local","192.168.1.10","Unknown","22 May 2026, 21:02:20","Unknown","Yes","22 May 2026, 22:27:46"
"vinayak.kaushik-SR-C02JH3MDQ6L4-c0956d1fa886","vinayakkaushik-sr-c02jh3mdq6l4.local","192.168.18.12","Unknown","20 May 2026, 15:10:10","Unknown","Yes","27 May 2026, 12:11:53"
"viraj.pradhan-SR-C02JH3RPQ6L4-c0956d21e192","virajpradhan-sr-c02jh3rpq6l4.local","192.168.1.9","Updated","02 June 2026, 10:07:21","On","Yes","Online"
"yash.zendekar-SR-FVFFLPHWQ05D-a07817b0a47e","yashzendekar-sr-fvfflphwq05d.local","192.168.29.131","Unknown","02 April 2026, 17:03:41","Unknown","Yes","03 April 2026, 04:47:29"
"yogesh.khanage-SR-GK3QQQN7L1-ac077509e110","nm317.local","192.168.46.204","Updated","02 June 2026, 10:05:55","On","Yes","Online"
"yogesh.kulkarni-SR-C02JH5P7Q6L4-c0956d2160b0","yogeshkulkarni-sr-c02jh5p7q6l4.local","192.168.1.103","Updated","02 June 2026, 10:04:29","On","Yes","Online"
"zeenat.mayet-SR-C02JH3PLQ6L4-c0956d23270b","zeenatmayet-sr-c02jh3plq6l4.local","192.168.8.163","Updated","01 June 2026, 18:31:42","Unknown","Yes","02 June 2026, 11:57:28"
"DESKTOP-84K44UD","desktop-84k44ud","10.10.30.34","Unmanaged","N/A","Unmanaged","No","Unmanaged"
"NL1512-9c67d6e989f5","nl1512","192.168.0.112","Unmanaged","N/A","Unmanaged","No","Unmanaged"
"NL1589","nl1589","192.168.0.101","Unmanaged","N/A","Unmanaged","No","Unmanaged"
"Sachin’s MacBook Air-c0956d2203de","sachins-macbook-air.local","192.168.116.15","Unmanaged","N/A","Unmanaged","No","Unmanaged"
"WIN-11MG1HM64V7","win-11mg1hm64v7","192.168.40.110","Unknown","19 December 2025, 12:28:16","Unknown","Yes","19 December 2025, 13:28:36"
"bhaskar.gangabattina-SR-DVQV0MWM94-603e5f83d590","bhaskargangabattina-sr-dvqv0mwm94.local","192.168.1.29","Unmanaged","N/A","Unmanaged","No","Unmanaged"
"mihir.valsangkar-SR-FVFFLPBDQ05D-a07817ab3da3","nl1104.local","192.168.7.7","Unmanaged","N/A","Unmanaged","No","Unmanaged"
"systems’s MacBook Air","nm289.local","10.10.30.31","Unknown","26 November 2025, 12:04:10","Unknown","Yes","26 November 2025, 13:03:10"
